Date,State,Counts
10/08/20,Maharashtra,515332
11/08/20,Maharashtra,524513
12/08/20,Maharashtra,535601
13/08/20,Maharashtra,548313
14/08/20,Maharashtra,560126
15/08/20,Maharashtra,572734
16/08/20,Maharashtra,584754
17/08/20,Maharashtra,595865
18/08/20,Maharashtra,604358
19/08/20,Maharashtra,615477
20/08/20,Maharashtra,628642
21/08/20,Maharashtra,643289
22/08/20,Maharashtra,657450
23/08/20,Maharashtra,671942
24/08/20,Maharashtra,682383
25/08/20,Maharashtra,693398
26/08/20,Maharashtra,703823
27/08/20,Maharashtra,718711
28/08/20,Maharashtra,733568
29/08/20,Maharashtra,747995
30/08/20,Maharashtra,764281
31/08/20,Maharashtra,780689
01/09/20,Maharashtra,792541
02/09/20,Maharashtra,808306
03/09/20,Maharashtra,825739
04/09/20,Maharashtra,843844
05/09/20,Maharashtra,863062
06/09/20,Maharashtra,883862
07/09/20,Maharashtra,907212
08/09/20,Maharashtra,923641
09/09/20,Maharashtra,943772
10/09/20,Maharashtra,967349
11/09/20,Maharashtra,990795
12/09/20,Maharashtra,1015681
13/09/20,Maharashtra,1037765
14/09/20,Maharashtra,1060308
15/09/20,Maharashtra,1077374
16/09/20,Maharashtra,1097856
17/09/20,Maharashtra,1121221
18/09/20,Maharashtra,1145840
19/09/20,Maharashtra,1167496
20/09/20,Maharashtra,1188015
21/09/20,Maharashtra,1208642
22/09/20,Maharashtra,1224380
23/09/20,Maharashtra,1242770
24/09/20,Maharashtra,1263799
25/09/20,Maharashtra,1282963
26/09/20,Maharashtra,1300757
27/09/20,Maharashtra,1321176
28/09/20,Maharashtra,1339232
29/09/20,Maharashtra,1351153
30/09/20,Maharashtra,1366129
01/10/20,Maharashtra,1384446
02/10/20,Maharashtra,1400922
03/10/20,Maharashtra,1416513
04/10/20,Maharashtra,1430861
05/10/20,Maharashtra,1443409
06/10/20,Maharashtra,1453653
07/10/20,Maharashtra,1465911
08/10/20,Maharashtra,1480489
09/10/20,Maharashtra,1493884
10/10/20,Maharashtra,1506018
11/10/20,Maharashtra,1517434
12/10/20,Maharashtra,1528226
13/10/20,Maharashtra,1535315
14/10/20,Maharashtra,1543837
15/10/20,Maharashtra,1554389
16/10/20,Maharashtra,1564615
17/10/20,Maharashtra,1576062
18/10/20,Maharashtra,1586321
19/10/20,Maharashtra,1595381
20/10/20,Maharashtra,1601365
21/10/20,Maharashtra,1609516
22/10/20,Maharashtra,1617658
23/10/20,Maharashtra,1625197
24/10/20,Maharashtra,1632544
25/10/20,Maharashtra,1638961
26/10/20,Maharashtra,1645020
27/10/20,Maharashtra,1648665
28/10/20,Maharashtra,1654028
29/10/20,Maharashtra,1660766
30/10/20,Maharashtra,1666668
31/10/20,Maharashtra,1672858
01/11/20,Maharashtra,1678406
02/11/20,Maharashtra,1683775
03/11/20,Maharashtra,1687784
04/11/20,Maharashtra,1692693
05/11/20,Maharashtra,1698198
06/11/20,Maharashtra,1703444
07/11/20,Maharashtra,1710314
08/11/20,Maharashtra,1714273
09/11/20,Maharashtra,1719858
10/11/20,Maharashtra,1723135
11/11/20,Maharashtra,1726926
12/11/20,Maharashtra,1731833
13/11/20,Maharashtra,1736329
14/11/20,Maharashtra,1740461
15/11/20,Maharashtra,1744698
16/11/20,Maharashtra,1747242
17/11/20,Maharashtra,1749777
18/11/20,Maharashtra,1752509
19/11/20,Maharashtra,1757520
20/11/20,Maharashtra,1763055
21/11/20,Maharashtra,1768695
22/11/20,Maharashtra,1774455
23/11/20,Maharashtra,1780208
24/11/20,Maharashtra,1784361
25/11/20,Maharashtra,1789800
26/11/20,Maharashtra,1795959
27/11/20,Maharashtra,1802365
28/11/20,Maharashtra,1808550
29/11/20,Maharashtra,1814515
30/11/20,Maharashtra,1820059
01/12/20,Maharashtra,1823896
02/12/20,Maharashtra,1828826
03/12/20,Maharashtra,1832176
04/12/20,Maharashtra,1837358
05/12/20,Maharashtra,1842587
06/12/20,Maharashtra,1847509
07/12/20,Maharashtra,1852266
08/12/20,Maharashtra,1855341
09/12/20,Maharashtra,1859367
10/12/20,Maharashtra,1864348
11/12/20,Maharashtra,1868172
12/12/20,Maharashtra,1872440
13/12/20,Maharashtra,1876699
14/12/20,Maharashtra,1880416
15/12/20,Maharashtra,1883365
16/12/20,Maharashtra,1886807
17/12/20,Maharashtra,1886807
18/12/20,Maharashtra,1886807
19/12/20,Maharashtra,1888767
20/12/20,Maharashtra,1892707
21/12/20,Maharashtra,1896518
22/12/20,Maharashtra,1899352
23/12/20,Maharashtra,1902458
24/12/20,Maharashtra,1906371
25/12/20,Maharashtra,1909951
26/12/20,Maharashtra,1913382
27/12/20,Maharashtra,1916236
28/12/20,Maharashtra,1919550
29/12/20,Maharashtra,1922048
30/12/20,Maharashtra,1925066
31/12/20,Maharashtra,1928603
01/01/21,Maharashtra,1932112
02/01/21,Maharashtra,1935636
03/01/21,Maharashtra,1938854
04/01/21,Maharashtra,1942136
05/01/21,Maharashtra,1947011
06/01/21,Maharashtra,1950171
07/01/21,Maharashtra,1954553
08/01/21,Maharashtra,1958282
09/01/21,Maharashtra,1961975
10/01/21,Maharashtra,1965556
11/01/21,Maharashtra,1969114
12/01/21,Maharashtra,1971552
13/01/21,Maharashtra,1974488
14/01/21,Maharashtra,1978044
15/01/21,Maharashtra,1981623
16/01/21,Maharashtra,1984768
17/01/21,Maharashtra,1987678
18/01/21,Maharashtra,1990759
19/01/21,Maharashtra,1992683
20/01/21,Maharashtra,1994977
21/01/21,Maharashtra,1997992
22/01/21,Maharashtra,2000878
23/01/21,Maharashtra,2003657
24/01/21,Maharashtra,2006354
25/01/21,Maharashtra,2009106
26/01/21,Maharashtra,2010948
27/01/21,Maharashtra,2013353
28/01/21,Maharashtra,2015524
29/01/21,Maharashtra,2018413
30/01/21,Maharashtra,2021184
31/01/21,Maharashtra,2023814
01/02/21,Maharashtra,2026399
02/02/21,Maharashtra,2028347
03/02/21,Maharashtra,2030274
04/02/21,Maharashtra,2033266
05/02/21,Maharashtra,2036002
06/02/21,Maharashtra,2038630
07/02/21,Maharashtra,2041398
08/02/21,Maharashtra,2044071
09/02/21,Maharashtra,2046287
10/02/21,Maharashtra,2048802
11/02/21,Maharashtra,2052253
12/02/21,Maharashtra,2052905
13/02/21,Maharashtra,2056575
14/02/21,Maharashtra,2060186
15/02/21,Maharashtra,2064278
16/02/21,Maharashtra,2067643
17/02/21,Maharashtra,2071306
18/02/21,Maharashtra,2076093
19/02/21,Maharashtra,2081520
20/02/21,Maharashtra,2087632
21/02/21,Maharashtra,2093913
22/02/21,Maharashtra,2100884
23/02/21,Maharashtra,2106094
24/02/21,Maharashtra,2112312
25/02/21,Maharashtra,2121119
26/02/21,Maharashtra,2129821
27/02/21,Maharashtra,2138154
28/02/21,Maharashtra,2146777
01/03/21,Maharashtra,2155070
02/03/21,Maharashtra,2161467
03/03/21,Maharashtra,2169330
04/03/21,Maharashtra,2179185
05/03/21,Maharashtra,2188183
06/03/21,Maharashtra,2198399
07/03/21,Maharashtra,2208586
08/03/21,Maharashtra,2219727
09/03/21,Maharashtra,2228471
10/03/21,Maharashtra,2238398
11/03/21,Maharashtra,2238398
12/03/21,Maharashtra,2252057
13/03/21,Maharashtra,2282191
14/03/21,Maharashtra,2297793
15/03/21,Maharashtra,2314413
16/03/21,Maharashtra,2329464
17/03/21,Maharashtra,2347328
18/03/21,Maharashtra,2370507
19/03/21,Maharashtra,2396340
20/03/21,Maharashtra,2422021
21/03/21,Maharashtra,2449147
22/03/21,Maharashtra,2479682
23/03/21,Maharashtra,2504327
24/03/21,Maharashtra,2533026
25/03/21,Maharashtra,2564881
26/03/21,Maharashtra,2600833
27/03/21,Maharashtra,2637735
28/03/21,Maharashtra,2673461
29/03/21,Maharashtra,2713875
30/03/21,Maharashtra,2745518
31/03/21,Maharashtra,2773436
01/04/21,Maharashtra,2812980
02/04/21,Maharashtra,2856163
03/04/21,Maharashtra,2904076
04/04/21,Maharashtra,2953523
05/04/21,Maharashtra,3010597
06/04/21,Maharashtra,3057885
07/04/21,Maharashtra,3113354
08/04/21,Maharashtra,3173261
09/04/21,Maharashtra,3229547
10/04/21,Maharashtra,3288540
11/04/21,Maharashtra,3343951
12/04/21,Maharashtra,3407245
13/04/21,Maharashtra,3458996
14/04/21,Maharashtra,3519208
15/04/21,Maharashtra,3578160
16/04/21,Maharashtra,3639855
17/04/21,Maharashtra,3703584
18/04/21,Maharashtra,3770707
19/04/21,Maharashtra,3839338
20/04/21,Maharashtra,3898262
21/04/21,Maharashtra,3960359
22/04/21,Maharashtra,4027827
23/04/21,Maharashtra,4094840
24/04/21,Maharashtra,4161676
25/04/21,Maharashtra,4228836
26/04/21,Maharashtra,4295027
27/04/21,Maharashtra,4343727
28/04/21,Maharashtra,4410085
29/04/21,Maharashtra,4473394
30/04/21,Maharashtra,4539553
01/05/21,Maharashtra,4602472
02/05/21,Maharashtra,4665754
03/05/21,Maharashtra,4722401
04/05/21,Maharashtra,4771022
05/05/21,Maharashtra,4822902
06/05/21,Maharashtra,4880542
07/05/21,Maharashtra,4942736
08/05/21,Maharashtra,4996758
09/05/21,Maharashtra,5053336
10/05/21,Maharashtra,5101737
11/05/21,Maharashtra,5138973
12/05/21,Maharashtra,5179929
13/05/21,Maharashtra,5226710
14/05/21,Maharashtra,5269292
15/05/21,Maharashtra,5309215
16/05/21,Maharashtra,5344063
17/05/21,Maharashtra,5378452
18/05/21,Maharashtra,5405068
19/05/21,Maharashtra,5433506
20/05/21,Maharashtra,5467537
21/05/21,Maharashtra,5497448
22/05/21,Maharashtra,5527092
23/05/21,Maharashtra,5553225
24/05/21,Maharashtra,5579897
25/05/21,Maharashtra,5602019
26/05/21,Maharashtra,5626155
27/05/21,Maharashtra,5650907
28/05/21,Maharashtra,5672180
29/05/21,Maharashtra,5692920
30/05/21,Maharashtra,5713215
31/05/21,Maharashtra,5731815
01/06/21,Maharashtra,5746892
02/06/21,Maharashtra,5761015
03/06/21,Maharashtra,5776184
04/06/21,Maharashtra,5791413
05/06/21,Maharashtra,5805565
06/06/21,Maharashtra,5819224
07/06/21,Maharashtra,5831781
08/06/21,Maharashtra,5842000
09/06/21,Maharashtra,5852891
10/06/21,Maharashtra,5863880
11/06/21,Maharashtra,5876087
12/06/21,Maharashtra,5887853
13/06/21,Maharashtra,5898550
14/06/21,Maharashtra,5908992
15/06/21,Maharashtra,5917121
16/06/21,Maharashtra,5924773
17/06/21,Maharashtra,5934880
18/06/21,Maharashtra,5944710
19/06/21,Maharashtra,5954508
20/06/21,Maharashtra,5963420
21/06/21,Maharashtra,5972781
22/06/21,Maharashtra,5979051
23/06/21,Maharashtra,5987521
24/06/21,Maharashtra,5997587
25/06/21,Maharashtra,6007431
26/06/21,Maharashtra,6017035
27/06/21,Maharashtra,6026847
28/06/21,Maharashtra,6036821
29/06/21,Maharashtra,6043548
30/06/21,Maharashtra,6051633
01/07/21,Maharashtra,6061404
02/07/21,Maharashtra,6070599
03/07/21,Maharashtra,6079352
04/07/21,Maharashtra,6088841
05/07/21,Maharashtra,6098177
06/07/21,Maharashtra,6104917
07/07/21,Maharashtra,6113335
08/07/21,Maharashtra,6122893
09/07/21,Maharashtra,6131976
10/07/21,Maharashtra,6140968
11/07/21,Maharashtra,6149264
12/07/21,Maharashtra,6157799
13/07/21,Maharashtra,6165402
14/07/21,Maharashtra,6172645
15/07/21,Maharashtra,6181247
16/07/21,Maharashtra,6189257
17/07/21,Maharashtra,6197018
18/07/21,Maharashtra,6205190
19/07/21,Maharashtra,6214190
20/07/21,Maharashtra,6220207
21/07/21,Maharashtra,6229596
22/07/21,Maharashtra,6237755
23/07/21,Maharashtra,6245057
24/07/21,Maharashtra,6251810
25/07/21,Maharashtra,6258079
26/07/21,Maharashtra,6264922
27/07/21,Maharashtra,6269799
28/07/21,Maharashtra,6276057
29/07/21,Maharashtra,6282914
30/07/21,Maharashtra,6290156
31/07/21,Maharashtra,6296756
01/08/21,Maharashtra,6303715
02/08/21,Maharashtra,6310194
03/08/21,Maharashtra,6315063
04/08/21,Maharashtra,6321068
05/08/21,Maharashtra,6327194
06/08/21,Maharashtra,6336220
07/08/21,Maharashtra,6341759
08/08/21,Maharashtra,6347820
09/08/21,Maharashtra,6353328
10/08/21,Maharashtra,6357833
11/08/21,Maharashtra,6363442
12/08/21,Maharashtra,6369002
13/08/21,Maharashtra,6375390
14/08/21,Maharashtra,6382076
15/08/21,Maharashtra,6387863
16/08/21,Maharashtra,6392660
17/08/21,Maharashtra,6396805
18/08/21,Maharashtra,6401213
19/08/21,Maharashtra,6406345
20/08/21,Maharashtra,6411570
21/08/21,Maharashtra,6415935
22/08/21,Maharashtra,6420510
23/08/21,Maharashtra,6424651
24/08/21,Maharashtra,6428294
25/08/21,Maharashtra,6432649
26/08/21,Maharashtra,6437680
27/08/21,Maharashtra,6442788
28/08/21,Maharashtra,6447442
29/08/21,Maharashtra,6452273
30/08/21,Maharashtra,6456939
31/08/21,Maharashtra,6460680
01/09/21,Maharashtra,6464876
02/09/21,Maharashtra,6469332
03/09/21,Maharashtra,6473674
04/09/21,Maharashtra,6477987
05/09/21,Maharashtra,6482117
06/09/21,Maharashtra,6486174
07/09/21,Maharashtra,6489800
08/09/21,Maharashtra,6493698
09/09/21,Maharashtra,6497872
10/09/21,Maharashtra,6497872
11/09/21,Maharashtra,6497872
12/09/21,Maharashtra,6497872
13/09/21,Maharashtra,6497877
14/09/21,Maharashtra,6500617
15/09/21,Maharashtra,6504147
16/09/21,Maharashtra,6507930
17/09/21,Maharashtra,6507930
18/09/21,Maharashtra,6511525
19/09/21,Maharashtra,6518502
20/09/21,Maharashtra,6521915
21/09/21,Maharashtra,6524498
22/09/21,Maharashtra,6527629
23/09/21,Maharashtra,6531237
24/09/21,Maharashtra,6534557
25/09/21,Maharashtra,6537843
26/09/21,Maharashtra,6541119
27/09/21,Maharashtra,6544325
28/09/21,Maharashtra,6544325
29/09/21,Maharashtra,6544606
30/09/21,Maharashtra,6547793
01/10/21,Maharashtra,6550856
02/10/21,Maharashtra,6553961
03/10/21,Maharashtra,6556657
04/10/21,Maharashtra,6559349
05/10/21,Maharashtra,6562514
06/10/21,Maharashtra,6564915
07/10/21,Maharashtra,6567791
08/10/21,Maharashtra,6570472
09/10/21,Maharashtra,6573092
10/03/20,Manipur,0
11/03/20,Manipur,0
12/03/20,Manipur,0
13/03/20,Manipur,0
14/03/20,Manipur,0
15/03/20,Manipur,0
16/03/20,Manipur,0
17/03/20,Manipur,0
18/03/20,Manipur,0
19/03/20,Manipur,0
20/03/20,Manipur,0
21/03/20,Manipur,0
22/03/20,Manipur,0
23/03/20,Manipur,0
24/03/20,Manipur,1
25/03/20,Manipur,1
26/03/20,Manipur,1
27/03/20,Manipur,1
28/03/20,Manipur,1
29/03/20,Manipur,1
30/03/20,Manipur,1
31/03/20,Manipur,1
01/04/20,Manipur,1
02/04/20,Manipur,1
03/04/20,Manipur,2
04/04/20,Manipur,2
05/04/20,Manipur,2
06/04/20,Manipur,2
07/04/20,Manipur,2
08/04/20,Manipur,2
09/04/20,Manipur,2
10/04/20,Manipur,2
11/04/20,Manipur,2
12/04/20,Manipur,2
13/04/20,Manipur,2
14/04/20,Manipur,2
15/04/20,Manipur,2
16/04/20,Manipur,2
17/04/20,Manipur,2
18/04/20,Manipur,2
19/04/20,Manipur,2
20/04/20,Manipur,2
21/04/20,Manipur,2
22/04/20,Manipur,2
23/04/20,Manipur,2
24/04/20,Manipur,2
25/04/20,Manipur,2
26/04/20,Manipur,2
27/04/20,Manipur,2
28/04/20,Manipur,2
29/04/20,Manipur,2
30/04/20,Manipur,2
01/05/20,Manipur,2
02/05/20,Manipur,2
03/05/20,Manipur,2
04/05/20,Manipur,2
05/05/20,Manipur,2
06/05/20,Manipur,2
07/05/20,Manipur,2
08/05/20,Manipur,2
09/05/20,Manipur,2
10/05/20,Manipur,2
11/05/20,Manipur,2
12/05/20,Manipur,2
13/05/20,Manipur,2
14/05/20,Manipur,2
15/05/20,Manipur,3
16/05/20,Manipur,3
17/05/20,Manipur,7
18/05/20,Manipur,7
19/05/20,Manipur,7
20/05/20,Manipur,9
21/05/20,Manipur,25
22/05/20,Manipur,25
23/05/20,Manipur,26
24/05/20,Manipur,29
25/05/20,Manipur,32
26/05/20,Manipur,39
27/05/20,Manipur,39
28/05/20,Manipur,44
29/05/20,Manipur,55
30/05/20,Manipur,59
31/05/20,Manipur,62
01/06/20,Manipur,71
02/06/20,Manipur,83
03/06/20,Manipur,89
04/06/20,Manipur,118
05/06/20,Manipur,124
06/06/20,Manipur,132
07/06/20,Manipur,157
08/06/20,Manipur,172
09/06/20,Manipur,272
10/06/20,Manipur,304
11/06/20,Manipur,311
12/06/20,Manipur,366
13/06/20,Manipur,385
14/06/20,Manipur,449
15/06/20,Manipur,458
16/06/20,Manipur,490
17/06/20,Manipur,500
18/06/20,Manipur,552
19/06/20,Manipur,606
20/06/20,Manipur,681
21/06/20,Manipur,777
22/06/20,Manipur,841
23/06/20,Manipur,898
24/06/20,Manipur,921
25/06/20,Manipur,970
26/06/20,Manipur,1056
27/06/20,Manipur,1075
28/06/20,Manipur,1092
29/06/20,Manipur,1185
30/06/20,Manipur,1227
01/07/20,Manipur,1234
02/07/20,Manipur,1260
03/07/20,Manipur,1279
04/07/20,Manipur,1316
05/07/20,Manipur,1325
06/07/20,Manipur,1366
07/07/20,Manipur,1390
08/07/20,Manipur,1430
09/07/20,Manipur,1435
10/07/20,Manipur,1450
11/07/20,Manipur,1582
12/07/20,Manipur,1593
13/07/20,Manipur,1609
14/07/20,Manipur,1626
15/07/20,Manipur,1672
16/07/20,Manipur,1700
17/07/20,Manipur,1764
18/07/20,Manipur,1800
19/07/20,Manipur,1891
20/07/20,Manipur,1911
21/07/20,Manipur,1925
22/07/20,Manipur,2015
23/07/20,Manipur,2060
24/07/20,Manipur,2115
25/07/20,Manipur,2146
26/07/20,Manipur,2176
27/07/20,Manipur,2235
28/07/20,Manipur,2286
29/07/20,Manipur,2317
30/07/20,Manipur,2458
31/07/20,Manipur,2505
01/08/20,Manipur,2621
02/08/20,Manipur,2756
03/08/20,Manipur,2831
04/08/20,Manipur,2920
05/08/20,Manipur,3018
06/08/20,Manipur,3093
07/08/20,Manipur,3217
08/08/20,Manipur,3466
09/08/20,Manipur,3635
10/08/20,Manipur,3753
11/08/20,Manipur,3853
12/08/20,Manipur,3941
13/08/20,Manipur,3982
14/08/20,Manipur,4112
15/08/20,Manipur,4198
16/08/20,Manipur,4390
17/08/20,Manipur,4569
18/08/20,Manipur,4687
19/08/20,Manipur,4765
20/08/20,Manipur,4876
21/08/20,Manipur,4925
22/08/20,Manipur,5049
23/08/20,Manipur,5132
24/08/20,Manipur,5246
25/08/20,Manipur,5362
26/08/20,Manipur,5444
27/08/20,Manipur,5585
28/08/20,Manipur,5725
29/08/20,Manipur,5843
30/08/20,Manipur,5960
31/08/20,Manipur,6112
01/09/20,Manipur,6252
02/09/20,Manipur,6382
03/09/20,Manipur,6507
04/09/20,Manipur,6609
05/09/20,Manipur,6699
06/09/20,Manipur,6883
07/09/20,Manipur,7022
08/09/20,Manipur,7106
09/09/20,Manipur,7202
10/09/20,Manipur,7362
11/09/20,Manipur,7470
12/09/20,Manipur,7579
13/09/20,Manipur,7731
14/09/20,Manipur,7875
15/09/20,Manipur,7971
16/09/20,Manipur,8210
17/09/20,Manipur,8320
18/09/20,Manipur,8430
19/09/20,Manipur,8607
20/09/20,Manipur,8724
21/09/20,Manipur,8894
22/09/20,Manipur,9010
23/09/20,Manipur,9280
24/09/20,Manipur,9376
25/09/20,Manipur,9537
26/09/20,Manipur,9791
27/09/20,Manipur,10051
28/09/20,Manipur,10299
29/09/20,Manipur,10477
30/09/20,Manipur,10746
01/10/20,Manipur,10983
02/10/20,Manipur,11111
03/10/20,Manipur,11397
04/10/20,Manipur,11649
05/10/20,Manipur,11855
06/10/20,Manipur,12105
07/10/20,Manipur,12240
08/10/20,Manipur,12489
09/10/20,Manipur,12679
10/10/20,Manipur,12810
11/10/20,Manipur,13092
12/10/20,Manipur,13326
13/10/20,Manipur,13556
14/10/20,Manipur,13793
15/10/20,Manipur,14094
16/10/20,Manipur,14378
17/10/20,Manipur,14715
18/10/20,Manipur,15141
19/10/20,Manipur,15463
20/10/20,Manipur,15778
21/10/20,Manipur,16062
22/10/20,Manipur,16267
23/10/20,Manipur,16621
24/10/20,Manipur,16777
25/10/20,Manipur,17022
26/10/20,Manipur,17162
27/10/20,Manipur,17424
28/10/20,Manipur,17604
29/10/20,Manipur,17809
30/10/20,Manipur,18051
31/10/20,Manipur,18272
01/11/20,Manipur,18502
02/11/20,Manipur,18750
03/11/20,Manipur,19091
04/11/20,Manipur,19241
05/11/20,Manipur,19503
06/11/20,Manipur,19725
07/11/20,Manipur,19891
08/11/20,Manipur,20131
09/11/20,Manipur,20376
10/11/20,Manipur,20558
11/11/20,Manipur,20777
12/11/20,Manipur,20950
13/11/20,Manipur,21211
14/11/20,Manipur,21425
15/11/20,Manipur,21636
16/11/20,Manipur,21871
17/11/20,Manipur,22049
18/11/20,Manipur,22208
19/11/20,Manipur,22318
20/11/20,Manipur,22548
21/11/20,Manipur,22748
22/11/20,Manipur,23018
23/11/20,Manipur,23400
24/11/20,Manipur,23650
25/11/20,Manipur,23940
26/11/20,Manipur,24133
27/11/20,Manipur,24292
28/11/20,Manipur,24514
29/11/20,Manipur,24749
30/11/20,Manipur,24910
01/12/20,Manipur,25045
02/12/20,Manipur,25243
03/12/20,Manipur,25390
04/12/20,Manipur,25536
05/12/20,Manipur,25691
06/12/20,Manipur,25857
07/12/20,Manipur,26073
08/12/20,Manipur,26225
09/12/20,Manipur,26396
10/12/20,Manipur,26534
11/12/20,Manipur,26685
12/12/20,Manipur,26859
13/12/20,Manipur,27036
14/12/20,Manipur,27155
15/12/20,Manipur,27209
16/12/20,Manipur,27292
17/12/20,Manipur,27373
18/12/20,Manipur,27454
19/12/20,Manipur,27540
20/12/20,Manipur,27598
21/12/20,Manipur,27646
22/12/20,Manipur,27684
23/12/20,Manipur,27723
24/12/20,Manipur,27827
25/12/20,Manipur,27876
26/12/20,Manipur,27943
27/12/20,Manipur,27976
28/12/20,Manipur,28029
29/12/20,Manipur,28060
30/12/20,Manipur,28096
31/12/20,Manipur,28137
01/01/21,Manipur,28188
02/01/21,Manipur,28206
03/01/21,Manipur,28243
04/01/21,Manipur,28281
05/01/21,Manipur,28332
06/01/21,Manipur,28418
07/01/21,Manipur,28484
08/01/21,Manipur,28531
09/01/21,Manipur,28579
10/01/21,Manipur,28646
11/01/21,Manipur,28660
12/01/21,Manipur,28693
13/01/21,Manipur,28725
14/01/21,Manipur,28769
15/01/21,Manipur,28787
16/01/21,Manipur,28811
17/01/21,Manipur,28835
18/01/21,Manipur,28856
19/01/21,Manipur,28867
20/01/21,Manipur,28900
21/01/21,Manipur,28919
22/01/21,Manipur,28938
23/01/21,Manipur,28953
24/01/21,Manipur,28970
25/01/21,Manipur,28986
26/01/21,Manipur,28997
27/01/21,Manipur,29003
28/01/21,Manipur,29007
29/01/21,Manipur,29022
30/01/21,Manipur,29037
31/01/21,Manipur,29052
01/02/21,Manipur,29068
02/02/21,Manipur,29072
03/02/21,Manipur,29077
04/02/21,Manipur,29086
05/02/21,Manipur,29099
06/02/21,Manipur,29110
07/02/21,Manipur,29117
08/02/21,Manipur,29126
09/02/21,Manipur,29130
10/02/21,Manipur,29137
11/02/21,Manipur,29148
12/02/21,Manipur,29155
13/02/21,Manipur,29166
14/02/21,Manipur,29183
15/02/21,Manipur,29196
16/02/21,Manipur,29204
17/02/21,Manipur,29213
18/02/21,Manipur,29223
19/02/21,Manipur,29225
20/02/21,Manipur,29230
21/02/21,Manipur,29233
22/02/21,Manipur,29237
23/02/21,Manipur,29240
24/02/21,Manipur,29243
25/02/21,Manipur,29250
26/02/21,Manipur,29253
27/02/21,Manipur,29260
28/02/21,Manipur,29271
01/03/21,Manipur,29273
02/03/21,Manipur,29274
03/03/21,Manipur,29282
04/03/21,Manipur,29283
05/03/21,Manipur,29283
06/03/21,Manipur,29286
07/03/21,Manipur,29288
08/03/21,Manipur,29291
09/03/21,Manipur,29296
10/03/21,Manipur,29298
11/03/21,Manipur,29298
12/03/21,Manipur,29305
13/03/21,Manipur,29310
14/03/21,Manipur,29311
15/03/21,Manipur,29313
16/03/21,Manipur,29313
17/03/21,Manipur,29315
18/03/21,Manipur,29323
19/03/21,Manipur,29325
20/03/21,Manipur,29326
21/03/21,Manipur,29332
22/03/21,Manipur,29335
23/03/21,Manipur,29339
24/03/21,Manipur,29352
25/03/21,Manipur,29362
26/03/21,Manipur,29367
27/03/21,Manipur,29373
28/03/21,Manipur,29376
29/03/21,Manipur,29385
30/03/21,Manipur,29391
31/03/21,Manipur,29393
01/04/21,Manipur,29400
02/04/21,Manipur,29401
03/04/21,Manipur,29406
04/04/21,Manipur,29415
05/04/21,Manipur,29423
06/04/21,Manipur,29428
07/04/21,Manipur,29435
08/04/21,Manipur,29447
09/04/21,Manipur,29463
10/04/21,Manipur,29475
11/04/21,Manipur,29486
12/04/21,Manipur,29496
13/04/21,Manipur,29514
14/04/21,Manipur,29540
15/04/21,Manipur,29561
16/04/21,Manipur,29579
17/04/21,Manipur,29610
18/04/21,Manipur,29649
19/04/21,Manipur,29721
20/04/21,Manipur,29775
21/04/21,Manipur,29869
22/04/21,Manipur,29961
23/04/21,Manipur,30047
24/04/21,Manipur,30151
25/04/21,Manipur,30281
26/04/21,Manipur,30421
27/04/21,Manipur,30567
28/04/21,Manipur,30742
29/04/21,Manipur,31001
30/04/21,Manipur,31315
01/05/21,Manipur,31586
02/05/21,Manipur,31905
03/05/21,Manipur,32161
04/05/21,Manipur,32523
05/05/21,Manipur,32956
06/05/21,Manipur,33353
07/05/21,Manipur,33733
08/05/21,Manipur,34333
09/05/21,Manipur,34775
10/05/21,Manipur,35354
11/05/21,Manipur,35778
12/05/21,Manipur,36370
13/05/21,Manipur,37036
14/05/21,Manipur,37596
15/05/21,Manipur,38322
16/05/21,Manipur,39052
17/05/21,Manipur,39729
18/05/21,Manipur,40059
19/05/21,Manipur,40683
20/05/21,Manipur,41265
21/05/21,Manipur,41909
22/05/21,Manipur,42565
23/05/21,Manipur,43322
24/05/21,Manipur,44089
25/05/21,Manipur,44627
26/05/21,Manipur,45451
27/05/21,Manipur,46298
28/05/21,Manipur,47111
29/05/21,Manipur,47843
30/05/21,Manipur,48850
31/05/21,Manipur,49882
01/06/21,Manipur,50751
02/06/21,Manipur,51549
03/06/21,Manipur,52278
04/06/21,Manipur,52899
05/06/21,Manipur,53690
06/06/21,Manipur,54407
07/06/21,Manipur,55230
08/06/21,Manipur,55828
09/06/21,Manipur,56576
10/06/21,Manipur,57351
11/06/21,Manipur,58081
12/06/21,Manipur,58768
13/06/21,Manipur,59322
14/06/21,Manipur,59852
15/06/21,Manipur,60311
16/06/21,Manipur,61096
17/06/21,Manipur,61848
18/06/21,Manipur,62343
19/06/21,Manipur,62946
20/06/21,Manipur,63538
21/06/21,Manipur,64065
22/06/21,Manipur,64418
23/06/21,Manipur,64993
24/06/21,Manipur,65622
25/06/21,Manipur,66171
26/06/21,Manipur,66756
27/06/21,Manipur,67317
28/06/21,Manipur,67986
29/06/21,Manipur,68418
30/06/21,Manipur,69198
01/07/21,Manipur,69790
02/07/21,Manipur,70298
03/07/21,Manipur,70954
04/07/21,Manipur,71643
05/07/21,Manipur,72286
06/07/21,Manipur,72718
07/07/21,Manipur,73581
08/07/21,Manipur,74341
09/07/21,Manipur,75180
10/07/21,Manipur,76032
11/07/21,Manipur,76820
12/07/21,Manipur,77731
13/07/21,Manipur,78621
14/07/21,Manipur,79417
