"Infected","District","Date"
150.237,"Belagavi","2020-06-19"
150.739,"Belagavi","2020-06-20"
151.429,"Belagavi","2020-06-21"
152.922,"Belagavi","2020-06-22"
155.919,"Belagavi","2020-06-23"
160.618,"Belagavi","2020-06-24"
167.35,"Belagavi","2020-06-25"
174.976,"Belagavi","2020-06-26"
182.272,"Belagavi","2020-06-27"
189.463,"Belagavi","2020-06-28"
196.728,"Belagavi","2020-06-29"
204.212,"Belagavi","2020-06-30"
353,"Belagavi","2020-07-01"
354,"Belagavi","2020-07-02"
366,"Belagavi","2020-07-03"
382,"Belagavi","2020-07-04"
394,"Belagavi","2020-07-05"
421,"Belagavi","2020-07-06"
433,"Belagavi","2020-07-07"
434,"Belagavi","2020-07-08"
475,"Belagavi","2020-07-09"
537,"Belagavi","2020-07-10"
627,"Belagavi","2020-07-11"
713,"Belagavi","2020-07-12"
699,"Belagavi","2020-07-13"
684,"Belagavi","2020-07-14"
708,"Belagavi","2020-07-15"
735,"Belagavi","2020-07-16"
743,"Belagavi","2020-07-17"
874,"Belagavi","2020-07-18"
895,"Belagavi","2020-07-19"
975,"Belagavi","2020-07-20"
937,"Belagavi","2020-07-21"
1095,"Belagavi","2020-07-22"
1058,"Belagavi","2020-07-23"
1196,"Belagavi","2020-07-24"
1161,"Belagavi","2020-07-25"
1188,"Belagavi","2020-07-26"
1198,"Belagavi","2020-07-27"
1220,"Belagavi","2020-07-28"
2916,"Belagavi","2020-07-29"
3489,"Belagavi","2020-07-30"
3918,"Belagavi","2020-07-31"
4376,"Belagavi","2020-08-01"
4955,"Belagavi","2020-08-02"
5046,"Belagavi","2020-08-03"
5444,"Belagavi","2020-08-04"
4218,"Belagavi","2020-08-05"
4546,"Belagavi","2020-08-06"
5384,"Belagavi","2020-08-07"
5769,"Belagavi","2020-08-08"
6130,"Belagavi","2020-08-09"
6468,"Belagavi","2020-08-10"
6892,"Belagavi","2020-08-11"
6410,"Belagavi","2020-08-12"
6776,"Belagavi","2020-08-13"
7575,"Belagavi","2020-08-14"
7722,"Belagavi","2020-08-15"
8541,"Belagavi","2020-08-16"
8991,"Belagavi","2020-08-17"
10219,"Belagavi","2020-08-18"
8670,"Belagavi","2020-08-19"
9126,"Belagavi","2020-08-20"
10011,"Belagavi","2020-08-21"
10590,"Belagavi","2020-08-22"
11088,"Belagavi","2020-08-23"
12489,"Belagavi","2020-08-24"
12881,"Belagavi","2020-08-25"
11227,"Belagavi","2020-08-26"
11812,"Belagavi","2020-08-27"
12822,"Belagavi","2020-08-28"
13135,"Belagavi","2020-08-29"
13644,"Belagavi","2020-08-30"
13881,"Belagavi","2020-08-31"
14333,"Belagavi","2020-09-01"
12823,"Belagavi","2020-09-02"
13085,"Belagavi","2020-09-03"
13453,"Belagavi","2020-09-04"
13797,"Belagavi","2020-09-05"
14098,"Belagavi","2020-09-06"
14533,"Belagavi","2020-09-07"
15250,"Belagavi","2020-09-08"
15416,"Belagavi","2020-09-09"
16064,"Belagavi","2020-09-10"
16546,"Belagavi","2020-09-11"
18080,"Belagavi","2020-09-12"
18244,"Belagavi","2020-09-13"
18286,"Belagavi","2020-09-14"
19242,"Belagavi","2020-09-15"
17012,"Belagavi","2020-09-16"
17318,"Belagavi","2020-09-17"
17590,"Belagavi","2020-09-18"
18261,"Belagavi","2020-09-19"
18434,"Belagavi","2020-09-20"
19206,"Belagavi","2020-09-21"
19431,"Belagavi","2020-09-22"
18322,"Belagavi","2020-09-23"
18698,"Belagavi","2020-09-24"
18898,"Belagavi","2020-09-25"
18919,"Belagavi","2020-09-26"
19223,"Belagavi","2020-09-27"
19734,"Belagavi","2020-09-28"
19941,"Belagavi","2020-09-29"
19353,"Belagavi","2020-09-30"
19472,"Belagavi","2020-10-01"
19605,"Belagavi","2020-10-02"
19956,"Belagavi","2020-10-03"
20469,"Belagavi","2020-10-04"
20820,"Belagavi","2020-10-05"
21250,"Belagavi","2020-10-06"
20647,"Belagavi","2020-10-07"
20765,"Belagavi","2020-10-08"
21045,"Belagavi","2020-10-09"
21213,"Belagavi","2020-10-10"
21333,"Belagavi","2020-10-11"
21726,"Belagavi","2020-10-12"
22161,"Belagavi","2020-10-13"
23195,"Belagavi","2020-10-14"
23724,"Belagavi","2020-10-15"
24330,"Belagavi","2020-10-16"
24477,"Belagavi","2020-10-17"
24822,"Belagavi","2020-10-18"
25241,"Belagavi","2020-10-19"
25418,"Belagavi","2020-10-20"
24263,"Belagavi","2020-10-21"
24454,"Belagavi","2020-10-22"
24614,"Belagavi","2020-10-23"
25057,"Belagavi","2020-10-24"
25284,"Belagavi","2020-10-25"
25607,"Belagavi","2020-10-26"
25854,"Belagavi","2020-10-27"
24533,"Belagavi","2020-10-28"
24537,"Belagavi","2020-10-29"
24481,"Belagavi","2020-10-30"
24483,"Belagavi","2020-10-31"
24532,"Belagavi","2020-11-01"
24449,"Belagavi","2020-11-02"
24512,"Belagavi","2020-11-03"
24839,"Belagavi","2020-11-04"
24862,"Belagavi","2020-11-05"
24892,"Belagavi","2020-11-06"
25001,"Belagavi","2020-11-07"
24993,"Belagavi","2020-11-08"
25023,"Belagavi","2020-11-09"
25175,"Belagavi","2020-11-10"
25065,"Belagavi","2020-11-11"
25093,"Belagavi","2020-11-12"
25126,"Belagavi","2020-11-13"
25197,"Belagavi","2020-11-14"
25228,"Belagavi","2020-11-15"
25269,"Belagavi","2020-11-16"
25355,"Belagavi","2020-11-17"
25336,"Belagavi","2020-11-18"
25350,"Belagavi","2020-11-19"
25401,"Belagavi","2020-11-20"
25445,"Belagavi","2020-11-21"
25473,"Belagavi","2020-11-22"
25513,"Belagavi","2020-11-23"
25565,"Belagavi","2020-11-24"
25547,"Belagavi","2020-11-25"
25564,"Belagavi","2020-11-26"
25596,"Belagavi","2020-11-27"
25643,"Belagavi","2020-11-28"
25671,"Belagavi","2020-11-29"
25706,"Belagavi","2020-11-30"
25752,"Belagavi","2020-12-01"
25723,"Belagavi","2020-12-02"
25749,"Belagavi","2020-12-03"
25778,"Belagavi","2020-12-04"
25826,"Belagavi","2020-12-05"
25858,"Belagavi","2020-12-06"
25892,"Belagavi","2020-12-07"
25948,"Belagavi","2020-12-08"
25911,"Belagavi","2020-12-09"
25932,"Belagavi","2020-12-10"
25961,"Belagavi","2020-12-11"
25993,"Belagavi","2020-12-12"
26024,"Belagavi","2020-12-13"
26056,"Belagavi","2020-12-14"
26083,"Belagavi","2020-12-15"
26013,"Belagavi","2020-12-16"
26040,"Belagavi","2020-12-17"
26057,"Belagavi","2020-12-18"
26092,"Belagavi","2020-12-19"
26129,"Belagavi","2020-12-20"
26151,"Belagavi","2020-12-21"
26216,"Belagavi","2020-12-22"
26132,"Belagavi","2020-12-23"
26149,"Belagavi","2020-12-24"
26173,"Belagavi","2020-12-25"
26198,"Belagavi","2020-12-26"
26222,"Belagavi","2020-12-27"
26245,"Belagavi","2020-12-28"
26268,"Belagavi","2020-12-29"
26233,"Belagavi","2020-12-30"
26243,"Belagavi","2020-12-31"
26257,"Belagavi","2021-01-01"
26280,"Belagavi","2021-01-02"
26292,"Belagavi","2021-01-03"
26300,"Belagavi","2021-01-04"
26317,"Belagavi","2021-01-05"
26343,"Belagavi","2021-01-06"
26358,"Belagavi","2021-01-07"
26375,"Belagavi","2021-01-08"
26392,"Belagavi","2021-01-09"
26405,"Belagavi","2021-01-10"
26420,"Belagavi","2021-01-11"
26439,"Belagavi","2021-01-12"
26450,"Belagavi","2021-01-13"
26466,"Belagavi","2021-01-14"
26484,"Belagavi","2021-01-15"
26500,"Belagavi","2021-01-16"
26519,"Belagavi","2021-01-17"
26537,"Belagavi","2021-01-18"
26553,"Belagavi","2021-01-19"
26583,"Belagavi","2021-01-20"
26602,"Belagavi","2021-01-21"
26622,"Belagavi","2021-01-22"
26643,"Belagavi","2021-01-23"
26663,"Belagavi","2021-01-24"
26683,"Belagavi","2021-01-25"
26704,"Belagavi","2021-01-26"
26685,"Belagavi","2021-01-27"
26700,"Belagavi","2021-01-28"
26715,"Belagavi","2021-01-29"
26730,"Belagavi","2021-01-30"
26745,"Belagavi","2021-01-31"
26760,"Belagavi","2021-02-01"
26774,"Belagavi","2021-02-02"
26726,"Belagavi","2021-02-03"
26737,"Belagavi","2021-02-04"
26746,"Belagavi","2021-02-05"
26757,"Belagavi","2021-02-06"
26768,"Belagavi","2021-02-07"
26778,"Belagavi","2021-02-08"
26790,"Belagavi","2021-02-09"
26773,"Belagavi","2021-02-10"
26783,"Belagavi","2021-02-11"
26793,"Belagavi","2021-02-12"
26804,"Belagavi","2021-02-13"
26814,"Belagavi","2021-02-14"
26826,"Belagavi","2021-02-15"
26838,"Belagavi","2021-02-16"
26820,"Belagavi","2021-02-17"
26829,"Belagavi","2021-02-18"
26839,"Belagavi","2021-02-19"
26847,"Belagavi","2021-02-20"
26856,"Belagavi","2021-02-21"
26865,"Belagavi","2021-02-22"
26874,"Belagavi","2021-02-23"
26879,"Belagavi","2021-02-24"
26890,"Belagavi","2021-02-25"
26901,"Belagavi","2021-02-26"
26911,"Belagavi","2021-02-27"
26923,"Belagavi","2021-02-28"
26934,"Belagavi","2021-03-01"
26944,"Belagavi","2021-03-02"
26936,"Belagavi","2021-03-03"
26944,"Belagavi","2021-03-04"
26955,"Belagavi","2021-03-05"
26965,"Belagavi","2021-03-06"
26975,"Belagavi","2021-03-07"
26984,"Belagavi","2021-03-08"
26995,"Belagavi","2021-03-09"
27005,"Belagavi","2021-03-10"
27014,"Belagavi","2021-03-11"
27024,"Belagavi","2021-03-12"
27035,"Belagavi","2021-03-13"
27046,"Belagavi","2021-03-14"
27056,"Belagavi","2021-03-15"
27067,"Belagavi","2021-03-16"
27076,"Belagavi","2021-03-17"
27086,"Belagavi","2021-03-18"
27096,"Belagavi","2021-03-19"
27183,"Belagavi","2021-03-20"
27205,"Belagavi","2021-03-21"
27224,"Belagavi","2021-03-22"
27246,"Belagavi","2021-03-23"
27266,"Belagavi","2021-03-24"
27287,"Belagavi","2021-03-25"
27308,"Belagavi","2021-03-26"
27307,"Belagavi","2021-03-27"
27326,"Belagavi","2021-03-28"
27342,"Belagavi","2021-03-29"
27358,"Belagavi","2021-03-30"
27375,"Belagavi","2021-03-31"
27393,"Belagavi","2021-04-01"
27413,"Belagavi","2021-04-02"
27520,"Belagavi","2021-04-03"
27550,"Belagavi","2021-04-04"
27578,"Belagavi","2021-04-05"
27608,"Belagavi","2021-04-06"
27638,"Belagavi","2021-04-07"
27668,"Belagavi","2021-04-08"
27696,"Belagavi","2021-04-09"
18.0232,"Bengaluru Rural","2020-05-30"
18.5198,"Bengaluru Rural","2020-05-31"
19.0109,"Bengaluru Rural","2020-06-01"
19.503,"Bengaluru Rural","2020-06-02"
20.0001,"Bengaluru Rural","2020-06-03"
20.5045,"Bengaluru Rural","2020-06-04"
21.0176,"Bengaluru Rural","2020-06-05"
21.5405,"Bengaluru Rural","2020-06-06"
22.0738,"Bengaluru Rural","2020-06-07"
22.6179,"Bengaluru Rural","2020-06-08"
23.4619,"Bengaluru Rural","2020-06-09"
24.7805,"Bengaluru Rural","2020-06-10"
26.473,"Bengaluru Rural","2020-06-11"
28.4925,"Bengaluru Rural","2020-06-12"
30.8251,"Bengaluru Rural","2020-06-13"
33.477,"Bengaluru Rural","2020-06-14"
36.4685,"Bengaluru Rural","2020-06-15"
39.8296,"Bengaluru Rural","2020-06-16"
43.598,"Bengaluru Rural","2020-06-17"
47.8187,"Bengaluru Rural","2020-06-18"
52.5434,"Bengaluru Rural","2020-06-19"
57.8306,"Bengaluru Rural","2020-06-20"
63.7467,"Bengaluru Rural","2020-06-21"
70.3657,"Bengaluru Rural","2020-06-22"
77.7709,"Bengaluru Rural","2020-06-23"
86.0555,"Bengaluru Rural","2020-06-24"
95.3239,"Bengaluru Rural","2020-06-25"
105.693,"Bengaluru Rural","2020-06-26"
117.293,"Bengaluru Rural","2020-06-27"
130.27,"Bengaluru Rural","2020-06-28"
144.787,"Bengaluru Rural","2020-06-29"
161.029,"Bengaluru Rural","2020-06-30"
125,"Bengaluru Rural","2020-07-01"
182,"Bengaluru Rural","2020-07-02"
180,"Bengaluru Rural","2020-07-03"
202,"Bengaluru Rural","2020-07-04"
224,"Bengaluru Rural","2020-07-05"
217,"Bengaluru Rural","2020-07-06"
224,"Bengaluru Rural","2020-07-07"
307,"Bengaluru Rural","2020-07-08"
402,"Bengaluru Rural","2020-07-09"
453,"Bengaluru Rural","2020-07-10"
509,"Bengaluru Rural","2020-07-11"
480,"Bengaluru Rural","2020-07-12"
509,"Bengaluru Rural","2020-07-13"
638,"Bengaluru Rural","2020-07-14"
397,"Bengaluru Rural","2020-07-15"
412,"Bengaluru Rural","2020-07-16"
570,"Bengaluru Rural","2020-07-17"
560,"Bengaluru Rural","2020-07-18"
497,"Bengaluru Rural","2020-07-19"
595,"Bengaluru Rural","2020-07-20"
542,"Bengaluru Rural","2020-07-21"
1033,"Bengaluru Rural","2020-07-22"
1183,"Bengaluru Rural","2020-07-23"
1375,"Bengaluru Rural","2020-07-24"
1504,"Bengaluru Rural","2020-07-25"
1625,"Bengaluru Rural","2020-07-26"
1748,"Bengaluru Rural","2020-07-27"
1815,"Bengaluru Rural","2020-07-28"
1937,"Bengaluru Rural","2020-07-29"
2060,"Bengaluru Rural","2020-07-30"
2219,"Bengaluru Rural","2020-07-31"
2235,"Bengaluru Rural","2020-08-01"
2345,"Bengaluru Rural","2020-08-02"
2636,"Bengaluru Rural","2020-08-03"
2787,"Bengaluru Rural","2020-08-04"
2611,"Bengaluru Rural","2020-08-05"
2755,"Bengaluru Rural","2020-08-06"
2739,"Bengaluru Rural","2020-08-07"
4154,"Bengaluru Rural","2020-08-08"
4387,"Bengaluru Rural","2020-08-09"
4486,"Bengaluru Rural","2020-08-10"
4761,"Bengaluru Rural","2020-08-11"
3091,"Bengaluru Rural","2020-08-12"
3162,"Bengaluru Rural","2020-08-13"
3224,"Bengaluru Rural","2020-08-14"
4000,"Bengaluru Rural","2020-08-15"
3859,"Bengaluru Rural","2020-08-16"
4373,"Bengaluru Rural","2020-08-17"
4811,"Bengaluru Rural","2020-08-18"
3808,"Bengaluru Rural","2020-08-19"
3904,"Bengaluru Rural","2020-08-20"
3880,"Bengaluru Rural","2020-08-21"
4013,"Bengaluru Rural","2020-08-22"
4165,"Bengaluru Rural","2020-08-23"
4214,"Bengaluru Rural","2020-08-24"
4236,"Bengaluru Rural","2020-08-25"
4120,"Bengaluru Rural","2020-08-26"
4219,"Bengaluru Rural","2020-08-27"
4289,"Bengaluru Rural","2020-08-28"
4302,"Bengaluru Rural","2020-08-29"
4292,"Bengaluru Rural","2020-08-30"
4528,"Bengaluru Rural","2020-08-31"
4970,"Bengaluru Rural","2020-09-01"
5046,"Bengaluru Rural","2020-09-02"
5292,"Bengaluru Rural","2020-09-03"
5331,"Bengaluru Rural","2020-09-04"
5383,"Bengaluru Rural","2020-09-05"
5600,"Bengaluru Rural","2020-09-06"
5744,"Bengaluru Rural","2020-09-07"
5804,"Bengaluru Rural","2020-09-08"
5949,"Bengaluru Rural","2020-09-09"
6046,"Bengaluru Rural","2020-09-10"
6195,"Bengaluru Rural","2020-09-11"
6331,"Bengaluru Rural","2020-09-12"
6575,"Bengaluru Rural","2020-09-13"
6741,"Bengaluru Rural","2020-09-14"
6852,"Bengaluru Rural","2020-09-15"
7211,"Bengaluru Rural","2020-09-16"
7305,"Bengaluru Rural","2020-09-17"
7581,"Bengaluru Rural","2020-09-18"
7756,"Bengaluru Rural","2020-09-19"
7889,"Bengaluru Rural","2020-09-20"
8218,"Bengaluru Rural","2020-09-21"
8373,"Bengaluru Rural","2020-09-22"
8090,"Bengaluru Rural","2020-09-23"
8293,"Bengaluru Rural","2020-09-24"
8560,"Bengaluru Rural","2020-09-25"
8693,"Bengaluru Rural","2020-09-26"
8938,"Bengaluru Rural","2020-09-27"
9137,"Bengaluru Rural","2020-09-28"
9290,"Bengaluru Rural","2020-09-29"
9734,"Bengaluru Rural","2020-09-30"
9905,"Bengaluru Rural","2020-10-01"
10313,"Bengaluru Rural","2020-10-02"
10488,"Bengaluru Rural","2020-10-03"
10759,"Bengaluru Rural","2020-10-04"
11140,"Bengaluru Rural","2020-10-05"
11279,"Bengaluru Rural","2020-10-06"
11181,"Bengaluru Rural","2020-10-07"
11420,"Bengaluru Rural","2020-10-08"
11669,"Bengaluru Rural","2020-10-09"
11916,"Bengaluru Rural","2020-10-10"
12247,"Bengaluru Rural","2020-10-11"
12567,"Bengaluru Rural","2020-10-12"
12977,"Bengaluru Rural","2020-10-13"
12728,"Bengaluru Rural","2020-10-14"
13011,"Bengaluru Rural","2020-10-15"
13384,"Bengaluru Rural","2020-10-16"
13696,"Bengaluru Rural","2020-10-17"
14066,"Bengaluru Rural","2020-10-18"
14432,"Bengaluru Rural","2020-10-19"
14658,"Bengaluru Rural","2020-10-20"
14867,"Bengaluru Rural","2020-10-21"
15162,"Bengaluru Rural","2020-10-22"
15505,"Bengaluru Rural","2020-10-23"
15826,"Bengaluru Rural","2020-10-24"
16212,"Bengaluru Rural","2020-10-25"
16641,"Bengaluru Rural","2020-10-26"
16975,"Bengaluru Rural","2020-10-27"
16281,"Bengaluru Rural","2020-10-28"
16495,"Bengaluru Rural","2020-10-29"
16532,"Bengaluru Rural","2020-10-30"
16835,"Bengaluru Rural","2020-10-31"
16909,"Bengaluru Rural","2020-11-01"
17049,"Bengaluru Rural","2020-11-02"
17220,"Bengaluru Rural","2020-11-03"
16482,"Bengaluru Rural","2020-11-04"
16586,"Bengaluru Rural","2020-11-05"
17060,"Bengaluru Rural","2020-11-06"
17347,"Bengaluru Rural","2020-11-07"
17486,"Bengaluru Rural","2020-11-08"
17511,"Bengaluru Rural","2020-11-09"
17638,"Bengaluru Rural","2020-11-10"
16833,"Bengaluru Rural","2020-11-11"
16904,"Bengaluru Rural","2020-11-12"
16992,"Bengaluru Rural","2020-11-13"
17054,"Bengaluru Rural","2020-11-14"
17219,"Bengaluru Rural","2020-11-15"
17386,"Bengaluru Rural","2020-11-16"
17551,"Bengaluru Rural","2020-11-17"
17246,"Bengaluru Rural","2020-11-18"
17315,"Bengaluru Rural","2020-11-19"
17554,"Bengaluru Rural","2020-11-20"
17745,"Bengaluru Rural","2020-11-21"
17958,"Bengaluru Rural","2020-11-22"
18263,"Bengaluru Rural","2020-11-23"
18432,"Bengaluru Rural","2020-11-24"
17490,"Bengaluru Rural","2020-11-25"
17580,"Bengaluru Rural","2020-11-26"
17791,"Bengaluru Rural","2020-11-27"
17817,"Bengaluru Rural","2020-11-28"
17921,"Bengaluru Rural","2020-11-29"
17998,"Bengaluru Rural","2020-11-30"
18062,"Bengaluru Rural","2020-12-01"
17691,"Bengaluru Rural","2020-12-02"
17733,"Bengaluru Rural","2020-12-03"
17767,"Bengaluru Rural","2020-12-04"
17847,"Bengaluru Rural","2020-12-05"
17875,"Bengaluru Rural","2020-12-06"
17909,"Bengaluru Rural","2020-12-07"
17955,"Bengaluru Rural","2020-12-08"
17821,"Bengaluru Rural","2020-12-09"
17836,"Bengaluru Rural","2020-12-10"
17851,"Bengaluru Rural","2020-12-11"
17891,"Bengaluru Rural","2020-12-12"
17902,"Bengaluru Rural","2020-12-13"
17925,"Bengaluru Rural","2020-12-14"
17947,"Bengaluru Rural","2020-12-15"
17994,"Bengaluru Rural","2020-12-16"
18015,"Bengaluru Rural","2020-12-17"
18040,"Bengaluru Rural","2020-12-18"
18068,"Bengaluru Rural","2020-12-19"
18091,"Bengaluru Rural","2020-12-20"
18117,"Bengaluru Rural","2020-12-21"
18136,"Bengaluru Rural","2020-12-22"
18155,"Bengaluru Rural","2020-12-23"
18177,"Bengaluru Rural","2020-12-24"
18202,"Bengaluru Rural","2020-12-25"
18222,"Bengaluru Rural","2020-12-26"
18244,"Bengaluru Rural","2020-12-27"
18271,"Bengaluru Rural","2020-12-28"
18290,"Bengaluru Rural","2020-12-29"
18241,"Bengaluru Rural","2020-12-30"
18258,"Bengaluru Rural","2020-12-31"
18272,"Bengaluru Rural","2021-01-01"
18291,"Bengaluru Rural","2021-01-02"
18311,"Bengaluru Rural","2021-01-03"
18329,"Bengaluru Rural","2021-01-04"
18348,"Bengaluru Rural","2021-01-05"
18356,"Bengaluru Rural","2021-01-06"
18373,"Bengaluru Rural","2021-01-07"
18387,"Bengaluru Rural","2021-01-08"
18406,"Bengaluru Rural","2021-01-09"
18424,"Bengaluru Rural","2021-01-10"
18440,"Bengaluru Rural","2021-01-11"
18458,"Bengaluru Rural","2021-01-12"
18482,"Bengaluru Rural","2021-01-13"
18500,"Bengaluru Rural","2021-01-14"
18518,"Bengaluru Rural","2021-01-15"
18538,"Bengaluru Rural","2021-01-16"
18557,"Bengaluru Rural","2021-01-17"
18577,"Bengaluru Rural","2021-01-18"
18596,"Bengaluru Rural","2021-01-19"
18572,"Bengaluru Rural","2021-01-20"
18587,"Bengaluru Rural","2021-01-21"
18602,"Bengaluru Rural","2021-01-22"
18619,"Bengaluru Rural","2021-01-23"
18633,"Bengaluru Rural","2021-01-24"
18648,"Bengaluru Rural","2021-01-25"
18664,"Bengaluru Rural","2021-01-26"
18635,"Bengaluru Rural","2021-01-27"
18647,"Bengaluru Rural","2021-01-28"
18658,"Bengaluru Rural","2021-01-29"
18672,"Bengaluru Rural","2021-01-30"
18684,"Bengaluru Rural","2021-01-31"
18697,"Bengaluru Rural","2021-02-01"
18711,"Bengaluru Rural","2021-02-02"
18691,"Bengaluru Rural","2021-02-03"
18702,"Bengaluru Rural","2021-02-04"
18711,"Bengaluru Rural","2021-02-05"
18720,"Bengaluru Rural","2021-02-06"
18730,"Bengaluru Rural","2021-02-07"
18739,"Bengaluru Rural","2021-02-08"
18750,"Bengaluru Rural","2021-02-09"
18735,"Bengaluru Rural","2021-02-10"
18746,"Bengaluru Rural","2021-02-11"
18757,"Bengaluru Rural","2021-02-12"
18767,"Bengaluru Rural","2021-02-13"
18778,"Bengaluru Rural","2021-02-14"
18788,"Bengaluru Rural","2021-02-15"
18798,"Bengaluru Rural","2021-02-16"
18784,"Bengaluru Rural","2021-02-17"
18794,"Bengaluru Rural","2021-02-18"
18803,"Bengaluru Rural","2021-02-19"
18813,"Bengaluru Rural","2021-02-20"
18823,"Bengaluru Rural","2021-02-21"
18833,"Bengaluru Rural","2021-02-22"
18842,"Bengaluru Rural","2021-02-23"
18802,"Bengaluru Rural","2021-02-24"
18807,"Bengaluru Rural","2021-02-25"
18813,"Bengaluru Rural","2021-02-26"
18817,"Bengaluru Rural","2021-02-27"
18824,"Bengaluru Rural","2021-02-28"
18829,"Bengaluru Rural","2021-03-01"
18834,"Bengaluru Rural","2021-03-02"
18843,"Bengaluru Rural","2021-03-03"
18849,"Bengaluru Rural","2021-03-04"
18850,"Bengaluru Rural","2021-03-05"
18855,"Bengaluru Rural","2021-03-06"
18861,"Bengaluru Rural","2021-03-07"
18866,"Bengaluru Rural","2021-03-08"
18870,"Bengaluru Rural","2021-03-09"
18875,"Bengaluru Rural","2021-03-10"
18879,"Bengaluru Rural","2021-03-11"
18884,"Bengaluru Rural","2021-03-12"
18921,"Bengaluru Rural","2021-03-13"
18930,"Bengaluru Rural","2021-03-14"
18939,"Bengaluru Rural","2021-03-15"
18948,"Bengaluru Rural","2021-03-16"
18956,"Bengaluru Rural","2021-03-17"
18965,"Bengaluru Rural","2021-03-18"
18973,"Bengaluru Rural","2021-03-19"
19079,"Bengaluru Rural","2021-03-20"
19099,"Bengaluru Rural","2021-03-21"
19119,"Bengaluru Rural","2021-03-22"
19138,"Bengaluru Rural","2021-03-23"
19156,"Bengaluru Rural","2021-03-24"
19174,"Bengaluru Rural","2021-03-25"
19192,"Bengaluru Rural","2021-03-26"
19327,"Bengaluru Rural","2021-03-27"
19363,"Bengaluru Rural","2021-03-28"
19397,"Bengaluru Rural","2021-03-29"
19429,"Bengaluru Rural","2021-03-30"
19462,"Bengaluru Rural","2021-03-31"
19492,"Bengaluru Rural","2021-04-01"
19526,"Bengaluru Rural","2021-04-02"
19775,"Bengaluru Rural","2021-04-03"
19842,"Bengaluru Rural","2021-04-04"
19904,"Bengaluru Rural","2021-04-05"
19960,"Bengaluru Rural","2021-04-06"
20016,"Bengaluru Rural","2021-04-07"
20066,"Bengaluru Rural","2021-04-08"
20120,"Bengaluru Rural","2021-04-09"
60.1004,"Bengaluru Urban","2020-03-22"
62.5146,"Bengaluru Urban","2020-03-23"
64.6969,"Bengaluru Urban","2020-03-24"
66.7088,"Bengaluru Urban","2020-03-25"
68.5958,"Bengaluru Urban","2020-03-26"
70.3909,"Bengaluru Urban","2020-03-27"
72.1185,"Bengaluru Urban","2020-03-28"
73.7966,"Bengaluru Urban","2020-03-29"
75.4383,"Bengaluru Urban","2020-03-30"
77.0533,"Bengaluru Urban","2020-03-31"
78.6486,"Bengaluru Urban","2020-04-01"
80.2295,"Bengaluru Urban","2020-04-02"
81.7998,"Bengaluru Urban","2020-04-03"
83.3623,"Bengaluru Urban","2020-04-04"
84.9191,"Bengaluru Urban","2020-04-05"
86.4716,"Bengaluru Urban","2020-04-06"
90.0029,"Bengaluru Urban","2020-04-07"
97.527,"Bengaluru Urban","2020-04-08"
105.527,"Bengaluru Urban","2020-04-09"
110.978,"Bengaluru Urban","2020-04-10"
114.577,"Bengaluru Urban","2020-04-11"
119.422,"Bengaluru Urban","2020-04-12"
128.105,"Bengaluru Urban","2020-04-13"
140.667,"Bengaluru Urban","2020-04-14"
157.357,"Bengaluru Urban","2020-04-15"
174.24,"Bengaluru Urban","2020-04-16"
187.916,"Bengaluru Urban","2020-04-17"
199.239,"Bengaluru Urban","2020-04-18"
208.835,"Bengaluru Urban","2020-04-19"
217.164,"Bengaluru Urban","2020-04-20"
